%
% index = 900, name = bbob_f001_i02_d03__bbob_f014_i04_d03
% instance = 1, reference value = 9.542926153880240e-01
% function evaluation | indicator value | target hit
1	2.956658278022019e-01	3.019951720402016e-01
22	2.946729931616623e-01	2.951209226666385e-01
25	2.879246401943604e-01	2.884031503126606e-01
39	2.727169143963616e-01	2.754228703338166e-01
46	2.642709345079660e-01	2.691534803926916e-01
53	2.565378911528196e-01	2.570395782768864e-01
60	2.495213612184074e-01	2.511886431509580e-01
67	2.432265127967473e-01	2.454708915685030e-01
74	2.376614405097237e-01	2.398832919019490e-01
81	2.328394606039959e-01	2.344228815319922e-01
88	2.287826300549810e-01	2.290867652767773e-01
102	2.231283059386969e-01	2.238721138568339e-01
366	2.186168742290977e-01	2.187761623949552e-01
457	2.107767114192267e-01	2.137962089502232e-01
510	2.023878372295665e-01	2.041737944669530e-01
572	1.944104296676274e-01	1.949844599758045e-01
635	1.867706173910918e-01	1.905460717963247e-01
697	1.794208355561219e-01	1.819700858609984e-01
753	1.723000723360222e-01	1.737800828749375e-01
817	1.653307049641385e-01	1.659586907437560e-01
873	1.584131165543414e-01	1.584893192461113e-01
930	1.514211006671564e-01	1.548816618912481e-01
987	1.441980631472073e-01	1.445439770745928e-01
1051	1.365639300137834e-01	1.380384264602885e-01
1116	1.283441103813804e-01	1.288249551693134e-01
1180	1.194417120432527e-01	1.202264434617413e-01
1273	1.099398483674282e-01	1.122018454301964e-01
1324	1.001386164826384e-01	1.023292992280754e-01
1381	9.042963482877064e-02	9.120108393559097e-02
1431	8.112401164915140e-02	8.128305161640990e-02
1508	7.239930469994860e-02	7.244359600749903e-02
1571	6.433819831322074e-02	6.456542290346556e-02
1618	5.697411663210483e-02	5.754399373371569e-02
1659	5.031684225065747e-02	5.128613839913648e-02
1699	4.436390043699223e-02	4.466835921509630e-02
1739	3.910496738766400e-02	3.981071705534973e-02
1792	3.452351280071408e-02	3.467368504525317e-02
1831	3.059725424340176e-02	3.090295432513590e-02
1869	2.729816516159544e-02	2.754228703338166e-02
1907	2.459227756462645e-02	2.511886431509579e-02
1951	2.243940791968468e-02	2.290867652767773e-02
1988	2.079283975683155e-02	2.089296130854040e-02
2073	1.959898989887676e-02	1.995262314968880e-02
2109	1.879706386047864e-02	1.905460717963247e-02
2144	1.831870614496078e-02	1.862087136662868e-02
2209	1.808764687898823e-02	1.819700858609984e-02
2569	1.778013498488229e-02	1.778279410038923e-02
2654	1.707997173930798e-02	1.737800828749375e-02
2707	1.631806658764923e-02	1.659586907437561e-02
2768	1.558239743465040e-02	1.584893192461113e-02
2835	1.487189473113981e-02	1.513561248436208e-02
2902	1.418425796698830e-02	1.445439770745927e-02
2962	1.351778875222398e-02	1.380384264602885e-02
3022	1.287124798048445e-02	1.288249551693134e-02
3082	1.224374333065836e-02	1.230268770812382e-02
3142	1.163464827006311e-02	1.174897554939530e-02
3201	1.104354157396337e-02	1.122018454301964e-02
3252	1.047016383299992e-02	1.047128548050900e-02
3296	9.914385602631026e-03	1.000000000000000e-02
3354	9.376180111663412e-03	9.549925860214359e-03
3397	8.855604138829687e-03	8.912509381337459e-03
3455	8.352785070822377e-03	8.511380382023767e-03
3505	7.867912914134578e-03	7.943282347242814e-03
3546	7.401214918307808e-03	7.413102413009177e-03
3607	6.952972029794946e-03	7.079457843841380e-03
3664	6.523494882928693e-03	6.606934480075957e-03
3722	6.113128876772844e-03	6.165950018614822e-03
3786	5.722246401454023e-03	5.754399373371567e-03
3844	5.351244996728344e-03	5.370317963702527e-03
3909	5.000548915006231e-03	5.011872336272725e-03
3974	4.670605023981311e-03	4.677351412871981e-03
4034	4.361884914172887e-03	4.365158322401661e-03
4100	4.074886342096184e-03	4.168693834703355e-03
4166	3.810134548602240e-03	3.890451449942805e-03
4232	3.568189138435374e-03	3.630780547701014e-03
4299	3.349650435408247e-03	3.388441561392024e-03
4366	3.155174220844881e-03	3.162277660168379e-03
4434	2.985491807788065e-03	3.019951720402016e-03
4502	2.841450814259794e-03	2.884031503126605e-03
4570	2.724089496533688e-03	2.754228703338166e-03
4639	2.634787136880590e-03	2.691534803926917e-03
4709	2.575695952843571e-03	2.630267991895381e-03
4787	2.551183165919846e-03	2.570395782768865e-03
27026	2.504623895452363e-03	2.511886431509579e-03
27494	2.454653264754247e-03	2.454708915685031e-03
28089	2.347687052095870e-03	2.398832919019490e-03
28131	2.280956649791444e-03	2.290867652767772e-03
28166	2.214983366344625e-03	2.238721138568340e-03
28202	2.150552444344367e-03	2.187761623949552e-03
28238	2.086514676677198e-03	2.089296130854039e-03
28286	2.024350926003393e-03	2.041737944669530e-03
28315	1.963100625799186e-03	1.995262314968879e-03
28355	1.905144118274027e-03	1.905460717963246e-03
28396	1.847725631869856e-03	1.862087136662868e-03
28436	1.792263490625445e-03	1.819700858609983e-03
28474	1.739785511334024e-03	1.778279410038923e-03
28500	1.688888810184141e-03	1.698243652461744e-03
28539	1.643608164883403e-03	1.659586907437561e-03
28606	1.605215661212300e-03	1.621810097358930e-03
28666	1.566206444880036e-03	1.584893192461114e-03
28691	1.535901497263903e-03	1.548816618912481e-03
28737	1.505553036619478e-03	1.513561248436209e-03
28809	1.461969386118978e-03	1.479108388168207e-03
28846	1.440995335732165e-03	1.445439770745928e-03
28907	1.404343493841553e-03	1.412537544622754e-03
28980	1.371716906964471e-03	1.380384264602885e-03
29038	1.339246290125828e-03	1.348962882591653e-03
29106	1.307320974431536e-03	1.318256738556408e-03
29172	1.275923820498681e-03	1.288249551693134e-03
29239	1.245102918364105e-03	1.258925411794167e-03
29281	1.229983012625557e-03	1.230268770812381e-03
29348	1.200239953748516e-03	1.202264434617413e-03
29436	1.170945056095274e-03	1.174897554939529e-03
29492	1.142625735421454e-03	1.148153621496883e-03
29553	1.115182762328804e-03	1.122018454301963e-03
29634	1.088817101018269e-03	1.096478196143185e-03
29694	1.063784050706951e-03	1.071519305237606e-03
29768	1.040327462078605e-03	1.047128548050900e-03
29863	1.019452144139898e-03	1.023292992280754e-03
29956	9.908344128778390e-04	1.000000000000000e-03
30036	9.729385724316364e-04	9.772372209558111e-04
30161	9.504652288869764e-04	9.549925860214359e-04
30277	9.305833136654673e-04	9.332543007969915e-04
30543	9.066319368069564e-04	9.120108393559096e-04
30724	8.899472435629496e-04	8.912509381337459e-04
30898	8.685232708715018e-04	8.709635899560805e-04
31019	8.508083760919716e-04	8.511380382023768e-04
31198	8.303209500224451e-04	8.317637711026709e-04
31364	8.105268810121302e-04	8.128305161640995e-04
31568	7.926384619856286e-04	7.943282347242813e-04
31707	7.761297186187344e-04	7.762471166286919e-04
31879	7.559600223078222e-04	7.585775750291835e-04
31992	7.399110555700306e-04	7.413102413009177e-04
32176	7.240934485168715e-04	7.244359600749898e-04
32369	7.044718512821957e-04	7.079457843841380e-04
32495	6.891407821240092e-04	6.918309709189362e-04
32598	6.740719561127984e-04	6.760829753919819e-04
32785	6.597617382411158e-04	6.606934480075957e-04
32850	6.448169400399273e-04	6.456542290346556e-04
32957	6.306376033471395e-04	6.309573444801930e-04
33128	6.131509295702608e-04	6.165950018614823e-04
33239	5.995436158189316e-04	6.025595860743575e-04
33363	5.862552572905022e-04	5.888436553555889e-04
33487	5.733691324146806e-04	5.754399373371566e-04
33628	5.609179184641322e-04	5.623413251903491e-04
33733	5.489024915281693e-04	5.495408738576248e-04
33948	5.346868154052498e-04	5.370317963702527e-04
34120	5.242353757943796e-04	5.248074602497728e-04
34316	5.119139881580859e-04	5.128613839913648e-04
34495	5.001543707392475e-04	5.011872336272725e-04
34640	4.891143790337615e-04	4.897788193684461e-04
34750	4.776239884402012e-04	4.786300923226385e-04
35020	4.676929406791652e-04	4.677351412871981e-04
35417	4.557229596273693e-04	4.570881896148752e-04
35767	4.459383166894870e-04	4.466835921509630e-04
36027	4.352922215410393e-04	4.365158322401661e-04
36282	4.263040838005105e-04	4.265795188015926e-04
36582	4.163051929736428e-04	4.168693834703355e-04
36910	4.068145702794679e-04	4.073802778041126e-04
37266	3.970859523492187e-04	3.981071705534974e-04
37384	3.889967113211990e-04	3.890451449942805e-04
37504	3.799777491174661e-04	3.801893963205612e-04
37655	3.710203417504054e-04	3.715352290971724e-04
37875	3.630693573107857e-04	3.630780547701014e-04
38049	3.543303064058589e-04	3.548133892335753e-04
38213	3.466921309016602e-04	3.467368504525317e-04
